sentence_id,text,aspect_term,polarity,char_from,char_to,category,domain,label
308,On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,trackpad,negative,41,49,,laptop,1
308,On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,external mouse,neutral,65,79,,laptop,2
308,On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,trackpad,negative,106,114,,laptop,1
2796,This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,games,negative,48,53,,laptop,1
2333,"Obviously one of the most important features of any computer is the ""human interface.",features,neutral,36,44,,laptop,2
2333,"Obviously one of the most important features of any computer is the ""human interface.",human interface,neutral,69,84,,laptop,2
3049,"Yeah, of course smarty pants ""fix it now"")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did).",inbuilt applications,negative,98,118,,laptop,1
3049,"Yeah, of course smarty pants ""fix it now"")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did).",Software,negative,42,50,,laptop,1
206,The i5 blows my desktop out of the water when it comes to rendering videos.,i5,negative,4,6,,laptop,1
2138,"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",antivirus software,neutral,41,59,,laptop,2
2138,"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",firewall,neutral,63,71,,laptop,2
2392,"Am very glad I bought it, great netbook, low price.",price,positive,45,50,,laptop,0
9,The Apple team also assists you very nicely when choosing which computer is right for you :),Apple team,positive,4,14,,laptop,0
1867,"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",Vista,negative,50,55,,laptop,1
1867,"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",Vista,negative,68,73,,laptop,1
1867,"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",operating system,neutral,211,227,,laptop,2
1867,"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",Vista,negative,152,157,,laptop,1
2377,The video chat is the only thing that is iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better.,video chat,negative,4,14,,laptop,1
2928,That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,mouse,positive,153,158,,laptop,0
2137,"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",software,positive,38,46,,laptop,0
1256,Wasted me at least 8 hours of installation time.,installation time,negative,30,47,,laptop,1
1770,"It has far exceeded my expectations for power, storage, and abilitiy.",power,positive,40,45,,laptop,0
1770,"It has far exceeded my expectations for power, storage, and abilitiy.",storage,positive,47,54,,laptop,0
1770,"It has far exceeded my expectations for power, storage, and abilitiy.",abilitiy,positive,60,68,,laptop,0
2270,"A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.",spotlight search,positive,23,39,,laptop,0
2270,"A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.",feature,positive,8,15,,laptop,0
1424,My wireless system would not recognize Windows 7 and I couldn't get online to find out why.,wireless system,negative,3,18,,laptop,1
1424,My wireless system would not recognize Windows 7 and I couldn't get online to find out why.,Windows 7,neutral,39,48,,laptop,2
2471,"Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.",battery life,positive,63,75,,laptop,0
2471,"Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.",speed,positive,88,93,,laptop,0
2550,"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!",OS,positive,4,6,,laptop,0
2550,"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!",OS,positive,132,134,,laptop,0
455,"iTunes is a handy music-management program, and it is essential for anyone with an iPod.",iTunes,positive,0,6,,laptop,0
455,"iTunes is a handy music-management program, and it is essential for anyone with an iPod.",program,positive,35,42,,laptop,0
2496,Mac is not made for gaming.,gaming,negative,20,26,,laptop,1
713,"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.",Apple support,positive,17,30,,laptop,0
713,"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.",techs,positive,139,144,,laptop,0
490,But Sony said we could send it back and be charged for adding the bluetooth an additional seventy something dollars.,adding the bluetooth,negative,55,75,,laptop,1
2422,I need graphic power to run my Adobe Creative apps efficiently.,graphic power,neutral,7,20,,laptop,2
2422,I need graphic power to run my Adobe Creative apps efficiently.,Adobe Creative apps,neutral,31,50,,laptop,2
2540,the programs are esay to use and are quick to process this computer works like a charm.,programs,positive,4,12,,laptop,0
2540,the programs are esay to use and are quick to process this computer works like a charm.,use,positive,25,28,,laptop,0
2018,The materials that came with the computer did not include the right # anywhere.,materials,negative,4,13,,laptop,1
2022,It does not even have the software to play a dvd now.,software,negative,26,34,,laptop,1
1191,Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.,Tech support,positive,0,12,,laptop,0
1191,Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.,power supply,negative,46,58,,laptop,1
777,HOW DOES THE POWER SUPPLY NOT WORK!!!,POWER SUPPLY,negative,13,25,,laptop,1
2775,Sells for the same as a netbook without sacrificing size.,size,positive,52,56,,laptop,0
1844,"  upon giving them the serial number the first thing I was told, was that it was out of warranty and I could pay to have it repaired.",warranty,neutral,88,96,,laptop,2
1989,"Windows XP SP2 caused many problems on the computer, so I had to remove it.",Windows XP SP2,negative,0,14,,laptop,1
1068,"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.",Windows 7 Ultimate,negative,16,34,,laptop,1
1068,"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.",Bluetooth,negative,44,53,,laptop,1
1068,"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.",Fingerprint reader,negative,58,76,,laptop,1
1068,"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.",software,negative,78,86,,laptop,1
